level,canton,number,abbr_de,abbr_fr,abbr_it,aliases,title_de
cantonal,FR,822.0.3,,,,,Loi concernant le financement des hôpitaux et des maisons de naissance
cantonal,FR,822.0.33,,,,,Ordonnance fixant la part cantonale à la rémunération des prestations hospitalières pour l'année 2026
cantonal,FR,822.0.37,,,,,Ordonnance fixant les tarifs de référence des hôpitaux et des maisons de naissance
cantonal,FR,822.0.38,,,,,Ordonnance fixant un forfait provisoire pour l'utilisation de l'infrastructure lors d'accouchements ambulatoires en maison de naissance
cantonal,FR,822.2.1,,,,,Loi sur l'organisation des soins en santé mentale
cantonal,FR,822.2.12,,,,,Ordonnance relative aux médecins de l'Hôpital psychiatrique cantonal et des services de soins psychiatriques cantonaux
cantonal,FR,823.112,,,,,Ordonnance DSAS fixant l'horaire d'intervention des services d'aide et de soins à domicile
cantonal,FR,823.12,,,,,Ordonnance fixant le montant de l'indemnité forfaitaire en matière d'aide et de soins à domicile
cantonal,FR,823.16,,,,,Arrêté fixant les tarifs de l'aide familiale à domicile
cantonal,FR,830.1,,,,,Loi sur l'indemnité forfaitaire
cantonal,FR,831.0.1,,,,,Loi sur l'aide sociale
cantonal,FR,831.0.11,,,,,Règlement d'exécution de la loi sur l'aide sociale
cantonal,FR,831.0.12,,,,,Ordonnance fixant les normes de calcul de l'aide matérielle de la loi sur l'aide sociale
cantonal,FR,831.0.21,,,,,Ordonnance concernant la création d'un Fonds cantonal de l'action sociale
cantonal,FR,831.0.22,,,,,Ordonnance instituant un prix de l'Etat de Fribourg pour le travail social et pour le travail auprès de la jeunesse
cantonal,FR,831.0.51,,,,,Ordonnance concernant la création d'un Fonds de désendettement en faveur des personnes physiques
cantonal,FR,831.0.52,,,,,Ordonnance concernant les modalités d'utilisation du Fonds de désendettement en faveur des personnes physiques
cantonal,FR,831.0.61,,,,,Ordonnance concernant la création d'un Fonds cantonal de prévention et de lutte contre le jeu excessif
cantonal,FR,834.1.2,,,,,Loi sur les institutions spécialisées et les familles d'accueil professionnelles
cantonal,FR,834.1.21,,,,,Règlement sur les institutions spécialisées et les familles d'accueil professionnelles
cantonal,FR,834.1.26,,,,,Arrêté fixant la contribution aux frais des personnes prises en charge dans les institutions spécialisées
cantonal,FR,834.1.4,,,,,Loi abrogeant la loi concernant la constitution de la fondation de droit public cantonal «Bellevue» pour l'accueil de personnes handicapées psychiques et mentales et constituant un droit de superficie en faveur de la fondation «HorizonSud»
cantonal,FR,834.2.12,,,,,Ordonnance sur les besoins en soins et en accompagnement
cantonal,FR,834.2.41,,,,,Ordonnance fixant la liste des établissements médico-sociaux du canton de Fribourg
cantonal,FR,835.1,,,,,Loi sur les structures d'accueil extrafamilial de jour
cantonal,FR,835.11,,,,,Règlement sur les structures d'accueil extrafamilial de jour
cantonal,FR,835.5,,,,,Loi sur l'enfance et la jeunesse
cantonal,FR,835.51,,,,,Règlement sur l'enfance et la jeunesse
cantonal,FR,836.1,,,,,Loi sur les allocations familiales
cantonal,FR,836.11,,,,,Règlement d'exécution de la loi du 26 septembre 1990 sur les allocations familiales
cantonal,FR,836.13,,,,,Ordonnance fixant le taux des cotisations dues à la Caisse cantonale de compensation pour allocations familiales
cantonal,FR,836.14,,,,,Ordonnance fixant les montants des allocations familiales
cantonal,FR,836.3,,,,,Loi sur les allocations de maternité
cantonal,FR,836.31,,,,,Règlement sur les allocations de maternité
cantonal,FR,836.4,,,,,Loi sur les prestations complémentaires pour les familles
cantonal,FR,836.41,,,,,Règlement d'application de la loi sur les prestations complémentaires pour les familles
cantonal,FR,838.11,,,,,Arrêté de reconnaissance d'un office de consultation conjugale
cantonal,FR,838.31,,,,,Arrêté concernant les centres de consultation en matière de grossesse
cantonal,FR,838.32,,,,,Ordonnance concernant les services d'information et de conseil en matière d'analyse prénatale
cantonal,FR,841.1.1,,,,,Loi d'application de la loi fédérale sur l'assurance-vieillesse et survivants et de la loi fédérale sur l'assurance-invalidité
cantonal,FR,841.1.11,,,,,Règlement d'exécution de la loi d'application de la loi fédérale sur l'assurance-vieillesse et survivants et de la loi fédérale sur l'assurance-invalidité
cantonal,FR,841.1.22,,,,,Règlement sur les agences communales de la Caisse cantonale de compensation AVS
cantonal,FR,841.1.63,,,,,"Arrêté concernant la mise en compte et la perception des parts communales aux charges financières incombant au canton pour l'assurance-vieillesse et survivants, l'assurance-invalidité, les prestations complémentaires à l'AVS/AI et les allocations familiales aux travailleurs agricoles et aux petits paysans"
cantonal,FR,841.3.1,,,,,"Loi sur les prestations complémentaires à l'assurance-vieillesse, survivants et invalidité"
cantonal,FR,841.3.11,,,,,"Arrêté d'exécution de la loi du 16 novembre 1965 sur les prestations complémentaires à l'assurance-vieillesse, survivants et invalidité, modifiée par celle du 11 novembre 1970"
cantonal,FR,841.3.21,,,,,Ordonnance relative au remboursement des frais de maladie et d'invalidité en matière de prestations complémentaires
cantonal,FR,841.4.12,,,,,Ordonnance relative à la surveillance des institutions de prévoyance professionnelle
cantonal,FR,842.1.1,,,,,Loi d'application de la loi fédérale sur l'assurance-maladie
cantonal,FR,842.1.13,,,,,Ordonnance concernant la réduction des primes d'assurance-maladie
cantonal,FR,842.1.15,,,,,Ordonnance concernant la limitation de l'admission des médecins à pratiquer à charge de l'assurance obligatoire des soins
cantonal,FR,842.1.18,,,,,Arrêté fixant le tarif cadre médical
cantonal,FR,842.1.19,,,,,Ordonnance fixant le tarif provisoire applicable pour les prestations de psychothérapie psychologique
cantonal,FR,842.1.20,,,,,Ordonnance concernant l'application de l'article 37 de la loi fédérale sur l'assurance-maladie
cantonal,FR,842.1.21,,,,,Ordonnance fixant le tarif provisoire applicable pour les prestations ambulatoires de physiothérapie
cantonal,FR,842.1.23,,,,,Ordonnance fixant le tarif cadre conformément à l'article 48 LAMal pour la communauté d'achat HSK SA
cantonal,FR,842.1.24,,,,,Ordonnance fixant le tarif provisoire TARDOC et forfaits ambulatoires
cantonal,FR,842.1.4,,,,,Loi relative à la dissolution de la Mutualité scolaire du canton de Fribourg
cantonal,FR,842.1.611,,,,,Ordonnance DSAS concernant la participation financière de l'Etat aux hospitalisations hors canton
cantonal,FR,842.1.72,,,,,Ordonnance fixant les modalités de perception des frais relatifs à l'assurance-maladie obligatoire ainsi que des loyers et des charges locatives pour les personnes du domaine de l'asile
cantonal,FR,842.2.1,,,,,Loi d'application de la loi fédérale du 20 mars 1981 sur l'assurance-accidents
cantonal,FR,842.2.4,,,,,Loi abrogeant la loi créant une assurance scolaire contre les accidents
cantonal,FR,842.2.41,,,,,Règlement sur l'utilisation du fonds résultant de la dissolution de l'assurance scolaire contre les accidents
cantonal,FR,843.15,,,,,Arrêté concernant les contestations relatives à l'assurance militaire
cantonal,FR,862.2,,,,,Loi instituant un Office de conciliation en matière de conflits collectifs de travail
cantonal,FR,862.21,,,,,Règlement d'exécution de la loi instituant un Office de conciliation en matière de conflits collectifs de travail
cantonal,FR,864.1.16,,,,,"Arrêté fixant les émoluments administratifs pour les autorisations et approbations données en application de la législation sur le travail dans l'industrie, l'artisanat et le commerce"
cantonal,FR,864.7.31,,,,,"Règlement concernant l'acétylène, l'oxygène et le carbure de calcium"
cantonal,FR,865.51,,,,,Arrêté concernant la célébration de la Fête fédérale d'actions de grâces
cantonal,FR,866.1.1,,,,,Loi sur l'emploi et le marché du travail
cantonal,FR,866.1.11,,,,,Règlement sur l'emploi et le marché du travail
cantonal,FR,866.2.12,,,,,Ordonnance concernant l'attribution de la main-d'oeuvre étrangère
cantonal,FR,866.2.16,,,,,Ordonnance fixant les émoluments pour l'octroi d'autorisations de travail à des étrangers
cantonal,FR,866.3.3,,,,,Loi sur la constitution de réserves de crise bénéficiant d'allégements fiscaux
cantonal,FR,87.2,,,,,Loi encourageant la construction de logements à caractère social
cantonal,FR,87.23,,,,,Ordonnance fixant les limites de revenu et de fortune des locataires donnant droit à un abaissement supplémentaire selon la loi encourageant la construction de logements à caractère social
cantonal,FR,87.27,,,,,Arrêté concernant le loyer des logements à caractère social construits par des personnes à l'étranger
cantonal,FR,900.1,,,,,Loi sur la promotion économique
cantonal,FR,900.11,,,,,Règlement sur la promotion économique
cantonal,FR,900.12,,,,,Règlement relatif au Fonds institué par la loi sur la promotion économique
cantonal,FR,900.2,,,,,Loi sur la politique foncière active
cantonal,FR,910.1,,,,,Loi sur l'agriculture
cantonal,FR,910.11,,,,,Règlement sur l'agriculture
cantonal,FR,910.311,,,,,Ordonnance DIAF sur les préposés locaux à l'agriculture
cantonal,FR,910.61,,,,,Arrêté concernant l'exécution de l'ordonnance fédérale relative à la déclaration de produits agricoles issus de modes de production interdits en Suisse
cantonal,FR,911.10.1,,,,,Loi sur Grangeneuve
cantonal,FR,911.10.11,,,,,Règlement sur Grangeneuve
cantonal,FR,911.10.16,,,,,"Ordonnance fixant les écolages, les taxes et autres frais en matière de prestations de formation de Grangeneuve"
cantonal,FR,912.4.111,,,,,Ordonnance DIAF sur la vigne et le vin
cantonal,FR,912.4.112,,,,,Ordonnance DIAF sur l'organisation et le fonctionnement de la Commission de dégustation des vins d'appellation d'origine contrôlée
cantonal,FR,912.5.112,,,,,Ordonnance DIAF instituant des mesures de lutte contre le feu bactérien
cantonal,FR,912.5.113,,,,,Ordonnance DIAF instituant des mesures de lutte contre le chardon des champs
cantonal,FR,912.5.114,,,,,Ordonnance DIAF instituant des mesures de lutte en cas d'attaque par le capricorne asiatique
cantonal,FR,913.4.311,,,,,Ordonnance DIAF concernant la zone de protection de la station de fécondation du Petit-Mont
cantonal,FR,913.4.312,,,,,Ordonnance DIAF concernant la zone de protection de la station de fécondation de l'Hongrin (VD)
cantonal,FR,913.4.313,,,,,Ordonnance DIAF concernant la zone de protection de la station de fécondation de la Dent-de-Lys
cantonal,FR,914.10.11,,,,,Ordonnance sur les épizooties
cantonal,FR,914.10.112,,,,,Ordonnance DIAF fixant le statut des membres de l'équipe d'intervention en cas d'épizootie
cantonal,FR,914.10.17,,,,,Ordonnance fixant le tarif des indemnités versées aux vétérinaires pour la lutte contre les épizooties et les vacations officielles pour Sanima
cantonal,FR,914.10.411,,,,,Ordonnance DIAF sur les conditions d'estivage
cantonal,FR,914.10.6,,,,,Loi d'application de la législation fédérale sur l'élimination des déchets animaux
cantonal,FR,914.10.65,,,,,Arrêté adoptant le plan de couverture des besoins en centres collecteurs de déchets animaux
cantonal,FR,914.10.66,,,,,Ordonnance fixant les primes et les taxes pour l'élimination des déchets animaux
cantonal,FR,914.10.67,,,,,Ordonnance modifiant le plan de couverture des besoins en centres collecteurs de déchets animaux
cantonal,FR,914.14.211,,,,,Ordonnance sur les inspecteurs et inspectrices des ruchers
cantonal,FR,914.20.1,,,,,Loi sur l'assurance des animaux de rente
cantonal,FR,914.20.11,,,,,Ordonnance d'exécution de la loi sur l'assurance des animaux de rente
cantonal,FR,914.20.15,,,,,"Ordonnance fixant, pour la période annuelle d'assurance, les primes dues à Sanima et les montants maximaux de la valeur estimative des espèces assurées"
cantonal,FR,915.11,,,,,Ordonnance pour le soutien des installations de récupération de chaleur dans l'agriculture
cantonal,FR,915.12,,,,,Ordonnance pour des contributions aux cultures de légumineuses destinées à l'alimentation humaine
cantonal,FR,917.1,,,,,Loi sur les améliorations foncières
cantonal,FR,917.11,,,,,Règlement d'exécution de la loi sur les améliorations foncières
cantonal,FR,917.16,,,,,Arrêté concernant les subventions cantonales en faveur d'améliorations foncières
cantonal,FR,921.1,,,,,Loi sur les forêts et la protection contre les catastrophes naturelles
cantonal,FR,921.11,,,,,Règlement sur les forêts et la protection contre les catastrophes naturelles
cantonal,FR,921.111,,,,,Ordonnance DIAF fixant la délimitation des arrondissements forestiers
cantonal,FR,921.12,,,,,Ordonnance concernant la lutte contre le bostryche
cantonal,FR,921.16,,,,,Ordonnance concernant les subventions cantonales aux forêts et à la protection contre les catastrophes naturelles
cantonal,FR,921.17,,,,,Arrêté portant création d'un fonds d'investissement forestier
cantonal,FR,921.27,,,,,Règlement relatif aux indemnités spéciales versées au personnel du Service des forêts et de la nature
cantonal,FR,922.1,,,,,"Loi sur la chasse et la protection des mammifères, des oiseaux sauvages et de leurs biotopes"
cantonal,FR,922.11,,,,,Ordonnance concernant la chasse
cantonal,FR,922.111,,,,,Ordonnance DIAF concernant la planification de la chasse pour la saison 2026
cantonal,FR,922.112,,,,,Ordonnance DIAF concernant les limites des secteurs de faune
cantonal,FR,922.12,,,,,Règlement concernant l'examen d'aptitude à la chasse
cantonal,FR,922.121,,,,,Ordonnance DIAF concernant les épreuves et les conditions de réussite de l'examen d'aptitude à la chasse
cantonal,FR,922.13,,,,,"Ordonnance concernant la protection des mammifères, des oiseaux sauvages et de leurs biotopes"
cantonal,FR,922.14,,,,,Ordonnance concernant la chasse du sanglier
cantonal,FR,922.15,,,,,Ordonnance concernant les tirs de régulation dans les zones protégées
cantonal,FR,922.21,,,,,"Ordonnance sur la surveillance de la faune et de la flore, de la chasse et de la pêche"
cantonal,FR,922.212,,,,,"Ordonnance DIAF concernant la division du canton en régions de surveillance de la faune, de la flore, de la chasse et de la pêche"
cantonal,FR,922.31,,,,,Ordonnance concernant la zone de tranquillité de La Berra
cantonal,FR,923.1,,,,,Loi sur la pêche
cantonal,FR,923.12,,,,,"Ordonnance sur l'exercice de la pêche à permis en 2025, 2026 et 2027"
cantonal,FR,923.13,,,,,"Ordonnance sur l'aide financière aux pêcheurs professionnels pour les années 2025, 2026 et 2027"
cantonal,FR,923.15,,,,,Ordonnance fixant les conditions de mise aux enchères et d'affermage des lots de pêche pour la période 2022-2027
cantonal,FR,923.17,,,,,Ordonnance déterminant les cours d'eau affectés à l'élevage pour la période 2022–2027
