level,canton,number,abbr_de,abbr_fr,abbr_it,aliases,title_de
cantonal,VD,170.53,,,,,"LOI sur la promulgation des lois, décrets et arrêtés"
cantonal,VD,170.54.1,,,,,RÈGLEMENT fixant les émoluments concernant la transmission de données juridiques sur support électronique
cantonal,VD,170.551,,,,,DÉCRET réglant les questions relatives à la publication de la Feuille des avis officiels du Canton de Vaud
cantonal,VD,171.01,,,,,LOI sur le Grand Conseil
cantonal,VD,171.01.0,,,,,LOI sur le Grand Conseil --> 171.01
cantonal,VD,171.01.1,,,,,RÈGLEMENT d'application de la loi du 8 mai 2007 sur le Grand Conseil
cantonal,VD,171.013,,,,,DÉCRET arrêtant la liste des commissions thématiques pour la législature 2022-2027
cantonal,VD,171.015,,,,,DÉCRET fixant la rémunération du secrétaire général du Grand Conseil pour la législature 2023-2027
cantonal,VD,171.017,,,,,DÉCRET fixant le montant des indemnités des membres du Grand Conseil pour la législature 2022-2027
cantonal,VD,171.05.1,,,,,ARRÊTÉ fixant le nombre de mandats de député attribués aux arrondissements et aux sous-arrondissements pour la législature 2017 - 2022
cantonal,VD,172.115,,,,,LOI sur l'organisation du Conseil d'Etat
cantonal,VD,172.115.5,,,,,ARRÊTÉ sur les commissions
cantonal,VD,172.117,,,,,DÉCRET ratifiant la composition de la Commission de prospective pour la période 2022-2027
cantonal,VD,172.117.1,,,,,RÈGLEMENT sur la Commission de prospective
cantonal,VD,172.117_2020,,,,,DÉCRET ratifiant la composition de la Commission de prospective
cantonal,VD,172.121.1,,,,,"ARRÊTÉ concernant le versement partiel, à la caisse de l'Etat, des indemnités journalières de séance des Chambres fédérales par les membres du Conseil d'Etat"
cantonal,VD,172.125,,,,,LOI sur la rémunération et les pensions des membres du Conseil d'Etat
cantonal,VD,172.165,,,,,LOI sur les préfets et les préfectures
cantonal,VD,172.165.1,,,,,ARRÊTÉ fixant les émoluments à percevoir par les préfectures --> 165.165.5
cantonal,VD,172.165.5,,,,,ARRÊTÉ fixant les émoluments à percevoir par les préfectures
cantonal,VD,172.165.7,,,,,RÈGLEMENT fixant la compétence des préfets en matière de répression des délits
cantonal,VD,172.215.1,,,,,RÈGLEMENT sur les départements de l'administration
cantonal,VD,172.215.1.1,,,,,ARRÊTÉ sur la composition des départements et les noms des services de l'administration
cantonal,VD,172.215.1.2,,,,,ARRÊTÉ réglant les modalités de passage à l'organisation de la gestion financière et comptable consécutive à la réorganisation des départements de l'administration
cantonal,VD,172.215.5,,,,,ARRÊTÉ relatif à l'organisation de l'Office des gérances de l'Etat de Vaud
cantonal,VD,172.30.160322.1,,,,,ARRÊTÉ relatif aux modalités applicables à titre transitoire à la procédure d'investigation en matière de harcèlement au travail
cantonal,VD,172.31,,,,,LOI sur le personnel de l'Etat de Vaud
cantonal,VD,172.31.030620.1,,,,,ARRÊTÉ abrogeant celui du 8 avril 2020 relatif aux conditions de travail du personnel de l'Etat de Vaud durant l'épidémie de COVID-19
cantonal,VD,172.31.080420.1,,,,,ARRÊTÉ relatif aux conditions de travail du personnel de l'Etat de Vaud durant l'épidémie de COVID-19
cantonal,VD,172.31.1,,,,,RÈGLEMENT d'application de la loi du 12 novembre 2001 sur le personnel de l'Etat de Vaud
cantonal,VD,172.31.2,,,,,RÈGLEMENT sur la formation continue
cantonal,VD,172.31.3,,,,,RÈGLEMENT sur la Commission paritaire
cantonal,VD,172.31.4,,,,,RÈGLEMENT sur les commissions du personnel
cantonal,VD,172.31.5,,,,,RÈGLEMENT sur l'organe de conciliation et d'arbitrage
cantonal,VD,172.31.6,,,,,RÈGLEMENT sur le Tribunal de prud'hommes de l'Administration cantonale
cantonal,VD,172.31.7,,,,,"RÈGLEMENT relatif à la protection de la personnalité, à la gestion des conflits et à la lutte contre le harcèlement dans les relations de travail au sein de l'Etat de Vaud"
cantonal,VD,172.31.8,,,,,RÈGLEMENT sur le 13e salaire
cantonal,VD,172.31.9,,,,,RÈGLEMENT sur la promesse solennelle des collaborateurs du Ministère public --> 173.21.2
cantonal,VD,172.312,,,,,"DÉCRET instituant, pour les années 2005, 2006 et 2007, un abattement sur les augmentations annuelles du personnel de l'Etat et une contribution de crise"
cantonal,VD,172.312.1,,,,,ARRÊTÉ fixant les augmentations annuelles pour le personnel de l'Etat de Vaud
cantonal,VD,172.315.1,,,,,RÈGLEMENT relatif à la classification des fonctions
cantonal,VD,172.315.2,,,,,RÈGLEMENT relatif au système de rétribution des collaborateurs de l'Etat de Vaud
cantonal,VD,172.315.2.1,,,,,ARRÊTÉ relatif à la mise en œuvre au 1er janvier 2020 du relèvement du salaire minimum introduit le 1er juillet 2019
cantonal,VD,172.315.3,,,,,RÈGLEMENT relatif à la rémunération de certains collaborateurs et magistrats de l'Etat de Vaud
cantonal,VD,172.315.4,,,,,ARRÊTÉ relatif à l'intégration des magistrats du Ministère public dans la nouvelle politique salariale de l'Etat
cantonal,VD,172.315.5,,,,,RÈGLEMENT sur la Commission d'évaluation des fonctions
cantonal,VD,172.320,,,,,DÉCRET relatif à la nouvelle classification des fonctions et à la nouvelle politique salariale de l'Etat de Vaud
cantonal,VD,172.320.1,,,,,ARRÊTÉ relatif à la mise en oeuvre de la nouvelle politique salariale de l'Etat de Vaud
cantonal,VD,172.320.2,,,,,DÉCRET relatif à la compensation de l'impact sur la Caisse de pensions de l'Etat de Vaud de l'introduction de la nouvelle politique salariale
cantonal,VD,172.33,,,,,LOI sur la durée des fonctions publiques cantonales
cantonal,VD,172.35,,,,,RÈGLEMENT sur l'interdiction de fumer dans les locaux de l'administration cantonale
cantonal,VD,172.41.1,,,,,RÈGLEMENT sur l'assurance-accidents du personnel de l'Etat de Vaud
cantonal,VD,172.41.1.1,,,,,ARRÊTÉ sur l'assurance-accidents du personnel d'établissements et de corporations
cantonal,VD,172.43,,,,,LOI sur la Caisse de pensions de l'Etat de Vaud
cantonal,VD,172.43.1,,,,,ARRÊTÉ sur le traitement cotisant à la Caisse de pensions de l'Etat de Vaud
cantonal,VD,172.432,,,,,&#8230;  Conseil d'Etat un crédit de CHF 1'440'000'000 &#8230;  permettant la recapitalisation de la Caisse de pensions de l'Etat de Vaud et &#8230;  prise en charge du coût de la rente-pont AVS
cantonal,VD,172.435,,,,,"DÉCRET autorisant les collaborateurs nés avant le 1er mai 1951, repris dans le cadre de l'opération EtaCom, de rester affiliés auprès de la Caisse de pensions de leur ancien employeur"
cantonal,VD,172.45,,,,,LOI sur la prévoyance professionnelle de certaines catégories de personnel
cantonal,VD,172.53.1,,,,,RÈGLEMENT fixant la procédure de recours devant les autorités administratives inférieures
cantonal,VD,172.55,,,,,"LOI chargeant le Conseil d'Etat de fixer, par voie d'arrêtés, les émoluments à percevoir pour les actes ou décisions émanant du Conseil d'Etat ou de ses départements"
cantonal,VD,172.55.1,,,,,RÈGLEMENT fixant les émoluments en matière administrative
cantonal,VD,172.56,,,,,LOI sur la facturation des prestations matérielles fournies par les services de l'Etat lors de manifestations
cantonal,VD,172.57.1,,,,,RÈGLEMENT relatif aux achats de l'Administration cantonale vaudoise
cantonal,VD,172.58.1.1,,,,,ARRÊTÉ sur la renonciation aux émoluments administratifs pour le démantèlement des chalets sur les terrains propriétés de l'Etat de la rive Sud du Lac de Neuchâtel
cantonal,VD,172.62.1,,,,,RÈGLEMENT relatif à l'informatique cantonale
cantonal,VD,172.62.3,,,,,RÈGLEMENT relatif à l'organe d'audit des systèmes d'information et de télécommunication
cantonal,VD,172.63,,,,,LOI sur l'établissement CCE.VD (Centre Cantonal d'Exploitation)
cantonal,VD,172.65,,,,,LOI sur la protection des données personnelles
cantonal,VD,172.65.1,,,,,RÈGLEMENT d'application de la loi du 11 septembre 2007 sur la protection des données personnelles
cantonal,VD,172.67,,,,,LOI sur les moyens d’identification électronique et le portail sécurisé des prestations en ligne de l’Etat
cantonal,VD,172.67.1,,,,,RÈGLEMENT d'application de la loi du 6 novembre 2018 sur les moyens d'identification électronique et le portail sécurisé des prestations en ligne de l'Etat
cantonal,VD,172.68,,,,,LOI sur la protection des données personnelles dans le cadre de l'application de l'acquis de Schengen dans le domaine pénal
cantonal,VD,172.71.1,,,,,RÈGLEMENT sur l'utilisation de la Cathédrale de Lausanne
cantonal,VD,172.73.1,,,,,RÈGLEMENT d'utilisation de l’amphithéâtre d'Avenches et autres monuments du site romain d'Aventicum
cantonal,VD,172.751,,,,,"DÉCRET créant un fonds de roulement ""Véhicules à moteur de l'administration cantonale"""
cantonal,VD,172.752,,,,,"DÉCRET créant le compte spécial intitulé ""Véhicules lourds et spéciaux de l'Administration cantonale et matériel du Département des travaux publics"""
cantonal,VD,172.753,,,,,"DÉCRET créant le compte spécial intitulé ""Matériel d'entretien des routes nationales"""
cantonal,VD,172.754,,,,,"DÉCRET pour la création d'un compte spécial intitulé ""Crédit d'inventaire"" pour les investissements des Hospices cantonaux"
cantonal,VD,172.755,,,,,DÉCRET créant un crédit d'inventaire du matériel informatique et de télécommunication
cantonal,VD,172.76.1,,,,,ARRÊTÉ réglementant la présentation des devis et des décomptes de construction de bâtiments présentés à l'Etat de Vaud
cantonal,VD,172.771,,,,,"DÉCRET concernant l'octroi d'un droit de superficie à la Caisse de pensions de l'Etat de Vaud pour le bâtiment place de la Cathédrale 5, à Lausanne"
cantonal,VD,172.773,,,,,DÉCRET créant un fonds pour l'acquisition de droits réels et d'immeubles de réserve
cantonal,VD,172.774,,,,,DÉCRET créant un fonds d'études préalables aux constructions ou corrections de routes cantonales
cantonal,VD,172.775,,,,,DÉCRET portant à quarante millions de francs le plafond du compte spécial destiné à l'acquisition d'immeubles ou de droits réels restreints en corrélation avec des plans d'extension
cantonal,VD,173.01,,,,,LOI d'organisation judiciaire
cantonal,VD,173.01.1,,,,,RÈGLEMENT sur les offices judiciaires
cantonal,VD,173.01.2,,,,,ARRÊTÉ sur les arrondissements judiciaires et le siège des tribunaux d'arrondissement
cantonal,VD,173.01.3,,,,,RÈGLEMENT d'administration de l'ordre judiciaire
cantonal,VD,173.01.4,,,,,RÈGLEMENT sur les autres activités lucratives des magistrats professionnels de l'ordre judiciaire
cantonal,VD,173.01.5,,,,,ARRÊTÉ sur les déplacements en matière judiciaire
cantonal,VD,173.01.6,,,,,RÈGLEMENT sur la promesse solennelle des magistrats et collaborateurs de l'ordre judiciaire
cantonal,VD,173.01.7,,,,,RÈGLEMENT sur le port de la robe judiciaire
cantonal,VD,173.01.8,,,,,RÈGLEMENT sur la suppléance entre juges d'instruction pour la garde commune des week-ends et des jours fériés
cantonal,VD,173.05,,,,,LOI sur la computation des délais comprenant un samedi
cantonal,VD,173.07,,,,,LOI sur le Conseil de la magistrature
cantonal,VD,173.07.1,,,,,RÈGLEMENT du Conseil de la magistrature
cantonal,VD,173.07.2,,,,,"RÈGLEMENT sur les émoluments, les frais et les dépens pour les procédures disciplinaires devant le Conseil de la magistrature"
cantonal,VD,173.071,,,,,DÉCRET fixant les traitements de certains magistrats de l'ordre judiciaire
cantonal,VD,173.072,,,,,DÉCRET fixant le montant des indemnités des membres du Conseil de la magistrature
cantonal,VD,173.21,,,,,LOI sur le Ministère public
cantonal,VD,173.21.1,,,,,RÈGLEMENT d'organisation et de fonctionnement du Ministère public
cantonal,VD,173.21.2,,,,,RÈGLEMENT sur la promesse solennelle des collaborateurs du Ministère public
cantonal,VD,173.21.3,,,,,RÈGLEMENT sur la promesse solennelle des collaborateurs du Ministère public
cantonal,VD,173.21.4,,,,,RÈGLEMENT sur l'indemnisation des procureurs extraordinaires et de leurs collaborateurs
cantonal,VD,173.21.5,,,,,RÈGLEMENT sur les frais de procédure pour le Ministère public en matière administrative
cantonal,VD,173.21.6,,,,,ARRÊTÉ fixant le siège des offices du Ministère public
cantonal,VD,173.215,,,,,DÉCRET fixant les salaires du Procureur général et des Procureurs généraux adjoints
cantonal,VD,173.31.1,,,,,RÈGLEMENT organique du Tribunal cantonal
cantonal,VD,173.32,,,,,LOI sur la juridiction constitutionnelle
cantonal,VD,173.32.5,,,,,TARIF des frais judiciaires perçus par la Cour constitutionnelle
cantonal,VD,173.33,,,,,LOI sur la rémunération et les pensions des juges cantonaux
cantonal,VD,173.35,,,,,LOI sur la haute surveillance du Tribunal cantonal
cantonal,VD,173.36,,,,,LOI sur la procédure administrative
cantonal,VD,173.36.1,,,,,RÈGLEMENT sur la communication par voie électronique en procédure administrative
cantonal,VD,173.36.1.1,,,,,TARIF des frais judiciaires en matière de droit administratif et public --> 173.36.5.1
cantonal,VD,173.36.2,,,,,ARRÊTÉ fixant les indemnités versées aux juges suppléants et aux assesseurs du Tribunal administratif
cantonal,VD,173.36.5.1,,,,,TARIF des frais judiciaires et des dépens en matière administrative
cantonal,VD,173.36.5.2,,,,,TARIF des frais judiciaires et des dépens en matière de droit des assurances sociales
cantonal,VD,173.365,,,,,DÉCRET fixant le traitement des juges administratifs
cantonal,VD,173.38.1,,,,,RÈGLEMENT organique du Tribunal neutre
cantonal,VD,173.38.1.1,,,,,TARIF des frais judiciaires perçus par le Tribunal neutre
cantonal,VD,173.39.1.1,,,,,TARIF des frais en matière de surveillance électronique civile
cantonal,VD,173.41,,,,,LOI sur le Tribunal des assurances
cantonal,VD,173.41.1,,,,,ARRÊTÉ attribuant au Tribunal des assurances la compétence de statuer sur les recours interjetés contre les décisions du conseil d'administration de la Caisse de pensions du personnel communal de Lausanne
cantonal,VD,173.41.2,,,,,RÈGLEMENT attribuant au Tribunal des assurances la compétence de statuer sur les recours interjetés contre les décisions de la Caisse intercommunale de pensions
cantonal,VD,173.431,,,,,DÉCRET relatif à l'attribution au Tribunal cantonal des assurances de la compétence du contentieux des assurances complémentaires à l'assurance-maladie
cantonal,VD,173.61,,,,,LOI sur la juridiction du travail
cantonal,VD,173.63,,,,,LOI d'application dans le Canton de Vaud de la loi fédérale du 24 mars 1995 sur l'égalité entre femmes et hommes
cantonal,VD,173.63.1,,,,,RÈGLEMENT d'application de la loi du 24 juin 1996 d'application dans le Canton de Vaud de la loi fédérale du 24 mars 1995 sur l'égalité entre femmes et hommes
cantonal,VD,173.655,,,,,LOI sur la juridiction en matière de bail
cantonal,VD,173.655.310821.1,,,,,DÉCRET instaurant temporairement la gratuité des procédures devant le Tribunal des baux pour les litiges impliquant des baux commerciaux
cantonal,VD,173.71.1,,,,,RÈGLEMENT du Tribunal des mineurs
cantonal,VD,173.81,,,,,LOI sur l'assistance judiciaire en matière civile
cantonal,VD,173.81.1,,,,,RÈGLEMENT d'exécution de la loi du 24 novembre 1981 sur l'assistance judiciaire en matière civile
cantonal,VD,175.11,,,,,LOI sur les communes
cantonal,VD,175.11.230420.1,,,,,ARRÊTÉ relatif à l'adaptation de certaines règles en matière communale dans le cadre de la lutte contre le coronavirus (COVID-19)
cantonal,VD,175.11.230620.1,,,,,"DÉCRET autorisant le Conseil d'Etat à adapter, pour l'année 2020, certaines règles en matière communale en raison de l'épidémie de maladie à coronavirus (COVID-19)"
cantonal,VD,175.12.1,,,,,ARRÊTÉ sur les armoiries communales
cantonal,VD,175.31.1,,,,,RÈGLEMENT sur la comptabilité des communes
cantonal,VD,175.311,,,,,DÉCRET fixant pour l'année 2005 la contribution des communes au fonds de péréquation directe horizontale et la redistribution de celui-ci (DEtaCom1)
cantonal,VD,175.312,,,,,DÉCRET réglant la suppression du compte de régulation et de l'aide scolaire aux communes dans le cadre du projet EtaCom
cantonal,VD,175.315.1,,,,,ARRÊTÉ fixant les modalités de financement et de facturation du compte de régulation EtaCom
cantonal,VD,175.32.1,,,,,RÈGLEMENT sur le fonds de péréquation
cantonal,VD,175.33.1,,,,,ARRÊTÉ fixant les dispositions qui restent applicables en matière de subventionnement des constructions scolaires pendant la durée du décret réglant le financement des tâches transférées dans le cadre du projet EtaCom
cantonal,VD,175.34.1,,,,,ARRÊTÉ fixant les émoluments administratifs des communes
cantonal,VD,175.35.1,,,,,ARRÊTÉ permettant à tous les citoyens de miser les produits des biens communaux
cantonal,VD,175.51,,,,,LOI sur la péréquation intercommunale
cantonal,VD,175.51.1,,,,,RÈGLEMENT d'application de la loi sur la péréquation intercommunale
cantonal,VD,175.515,,,,,DÉCRET fixant les modalités d'application de la loi sur les péréquations intercommunales
cantonal,VD,175.515.0,,,,,"DÉCRET fixant pour les années 2006, 2007, 2008 et 2009 les modalités d'application de la loi sur les péréquations intercommunales"
cantonal,VD,175.515.5,,,,,ARRÊTÉ fixant les critères applicables pour la classification provisoire des communes pour 2007 (péréquation intercommunale et facture sociale)
cantonal,VD,175.515.6,,,,,ARRÊTÉ fixant les critères applicables pour la classification définitive des communes pour 2006 (péréquation intercommunale et facture sociale)
cantonal,VD,175.516,,,,,RÈGLEMENT sur les modalités de répartition de la compensation fédérale visant à atténuer les effets de la mise en oeuvre de la RFFA
cantonal,VD,175.517,,,,,DÉCRET réglant les modalités d'application de l'impact financier de la RPT sur les communes vaudoises pour la facture sociale
cantonal,VD,175.575,,,,,DÉCRET octroyant une compensation transitoire aux communes désavantagées par le nouveau système péréquatif
cantonal,VD,175.61,,,,,LOI sur les fusions de communes
cantonal,VD,175.611,,,,,DÉCRET sur l'incitation financière aux fusions de communes
cantonal,VD,175.611.1,,,,,RÈGLEMENT sur le fonds d'incitation financière aux fusions de communes
cantonal,VD,176.11,,,,,LOI sur la représentation des parties
cantonal,VD,177.11,,,,,LOI sur la profession d'avocat
cantonal,VD,177.11.1,,,,,RÈGLEMENT sur la liste des activités juridiques agréées comme condition à l'inscription au tableau des avocats-stagiaires
cantonal,VD,177.11.2,,,,,RÈGLEMENT sur les examens d'avocat
cantonal,VD,177.11.3,,,,,RÈGLEMENT sur le déroulement du stage d'avocat
cantonal,VD,177.11.4,,,,,"RÈGLEMENT sur les émoluments perçus par la Chambre des avocats ou son président, par délégation"
cantonal,VD,178.11,,,,,LOI sur le notariat
cantonal,VD,178.11.1,,,,,RÈGLEMENT d'application de la loi du 29 juin 2004 sur le notariat
cantonal,VD,178.11.2,,,,,TARIF des honoraires dus aux notaires pour des opérations ministérielles
cantonal,VD,179.11,,,,,LOI sur la profession d'agent d'affaires breveté
cantonal,VD,179.11.1,,,,,RÈGLEMENT d'application de la loi du 20 mai 1957 sur la profession d'agent d'affaires breveté
cantonal,VD,179.11.2,,,,,RÈGLEMENT concernant la garantie des agents d'affaires brevetés
cantonal,VD,179.11.3,,,,,TARIF des honoraires d'agent d'affaires breveté dus à titre de dépens
cantonal,VD,179.11.4,,,,,RÈGLEMENT concernant les épreuves pour l'obtention du brevet de capacité d'agent d'affaires breveté
cantonal,VD,180.05,,,,,LOI sur les relations entre l'Etat et les Eglises reconnues de droit public
cantonal,VD,180.11,,,,,LOI sur l'Eglise évangélique réformée du Canton de Vaud
cantonal,VD,180.11.1,,,,,ARRÊTÉ sur les mesures transitoires relatives à la loi du 2 novembre 1999 sur l'Eglise évangélique réformée du canton de Vaud
cantonal,VD,180.11.2,,,,,"RÈGLEMENT fixant le nombre de postes ministériels reconnus aux niveaux local, régional et cantonal"
cantonal,VD,180.11.3,,,,,RÈGLEMENT sur les conditions de logement dans les cures propriété de l'Etat
cantonal,VD,180.135,,,,,DÉCRET relatif à l'affiliation du personnel de l'Eglise évangélique réformée du Canton de Vaud à une institution de prévoyance professionnelle
cantonal,VD,180.21,,,,,LOI sur la Fédération ecclésiastique catholique romaine du Canton de Vaud
cantonal,VD,180.21.1,,,,,ARRÊTÉ d'application de la loi du 16 février 1970 sur l'exercice de la religion catholique dans le Canton de Vaud
cantonal,VD,180.41,,,,,LOI sur la Communauté israélite de Lausanne et du Canton de Vaud
cantonal,VD,180.51,,,,,LOI sur la reconnaissance des communautés religieuses et sur les relations entre l'Etat et les communautés religieuses reconnues d'intérêt public
cantonal,VD,180.51.1,,,,,RÈGLEMENT d'application de la loi du 9 janvier 2007 sur la reconnaissance des communautés religieuses et sur les relations entre l'Etat et les communautés religieuses reconnues d'intérêt public
cantonal,VD,180.51.5,,,,,RÈGLEMENT sur la Commission consultative en matière religieuse
cantonal,VD,180.911,,,,,DÉCRET ratifiant une convention avec la commune de l'Abbaye pour la restauration du temple
cantonal,VD,211.01,,,,,LOI d'introduction dans le Canton de Vaud du Code civil suisse
cantonal,VD,211.01.4,,,,,RÈGLEMENT sur les médiateurs civils agréés
cantonal,VD,211.02,,,,,CODE de droit privé judiciaire vaudois
cantonal,VD,211.02.3,,,,,RÈGLEMENT sur l'assistance judiciaire en matière civile
cantonal,VD,211.02.4,,,,,RÈGLEMENT sur la surveillance électronique en matière civile
cantonal,VD,211.11,,,,,LOI sur l'état civil
cantonal,VD,211.11.1,,,,,RÈGLEMENT d'application de la loi du 25 novembre 1987 sur l'état civil
cantonal,VD,211.12,,,,,LOI d'organisation de la prévention et de la lutte contre la violence domestique
cantonal,VD,211.12.1,,,,,RÈGLEMENT d'application de la loi du 26 septembre 2017 d'organisation de la prévention et de la lutte contre la violence domestique
cantonal,VD,211.22,,,,,LOI sur l'accueil de jour des enfants
cantonal,VD,211.22.060520.1,,,,,ARRÊTÉ sur l'aide à l'accueil de jour des enfants dans le cadre de la lutte contre le coronavirus (COVID-19)
cantonal,VD,211.22.1,,,,,RÈGLEMENT d'application de la loi du 20 juin 2006 sur l'accueil de jour des enfants
cantonal,VD,211.22.230620.1,,,,,DÉCRET sur l'aide à l'accueil de jour des enfants dans le cadre de la lutte contre le coronavirus (COVID-19)
cantonal,VD,211.23,,,,,LOI d'application dans le Canton de Vaud de la loi fédérale sur le partenariat
cantonal,VD,211.255,,,,,LOI d'application du droit fédéral de la protection de l'adulte et de l'enfant
cantonal,VD,211.255.1,,,,,RÈGLEMENT concernant l'administration des mandats de protection
cantonal,VD,211.255.2,,,,,RÈGLEMENT sur la rémunération des curateurs
cantonal,VD,211.255.3,,,,,RÈGLEMENT sur la liste des établissements bancaires agréés pour le dépôt des fonds pupillaires et des établissements bancaires et négociants en valeurs mobilières agréés comme conseillers
cantonal,VD,211.255.4,,,,,RÈGLEMENT sur le registre des mesures de protection
cantonal,VD,211.255.5,,,,,ARRÊTÉ sur l'Office du tuteur général
cantonal,VD,211.255.6,,,,,"ARRÊTÉ instituant le ""Fonds des pupilles du Tuteur général"""
cantonal,VD,211.41,,,,,CODE rural et foncier
cantonal,VD,211.42,,,,,LOI d'application de la loi fédérale du 4 octobre 1991 sur le droit foncier rural
cantonal,VD,211.42.1,,,,,RÈGLEMENT concernant l'exécution de la loi du 13 septembre 1993 d'application de la loi fédérale du 4 octobre 1991 sur le droit foncier rural
cantonal,VD,211.425,,,,,DÉCRET d'application de la modification du 5 octobre 2007 de la loi fédérale sur le droit foncier rural (LDFR) du 4 octobre 1991
cantonal,VD,211.43.1,,,,,ARRÊTÉ relatif à la propriété par étages
cantonal,VD,211.45.1,,,,,RÈGLEMENT concernant l'engagement du bétail et la tenue des registres
cantonal,VD,211.51,,,,,LOI d'application de la loi fédérale du 16 décembre 1983 sur l'acquisition d'immeubles par des personnes à l'étranger
cantonal,VD,211.51.1,,,,,RÈGLEMENT d'exécution de la loi d'application de la loi fédérale sur l'acquisition d'immeubles par des personnes à l'étranger
cantonal,VD,211.51.1.1,,,,,ARRÊTÉ concernant l'acquisition d'immeubles par des personnes à l'étranger sur le territoire de la Commune de Chardonne
cantonal,VD,211.51.1.2,,,,,ARRÊTÉ concernant l'acquisition d'immeubles par des personnes à l'étranger sur le territoire de la Commune de Vevey
cantonal,VD,211.61,,,,,LOI sur le registre foncier
cantonal,VD,211.61.1,,,,,RÈGLEMENT fixant le tarif des émoluments du registre foncier
cantonal,VD,211.61.3,,,,,RÈGLEMENT sur la tenue informatique du registre foncier
cantonal,VD,211.65,,,,,LOI sur le cadastre géologique
cantonal,VD,211.71.1,,,,,RÈGLEMENT sur la surveillance des fondations
cantonal,VD,221.01,,,,,LOI d'introduction dans le Canton de Vaud de la loi fédérale du 18 décembre 1936 révisant les titres XXIV à XXXIII du Code des obligations
cantonal,VD,221.30.111120.1,,,,,ARRÊTÉ abrogeant celui du 17 avril 2020 sur l'aide aux locataires et aux bailleurs dans le cadre de la lutte contre le coronavirus (COVID-19)
cantonal,VD,221.30.170420.1,,,,,ARRÊTÉ sur l'aide aux locataires et aux bailleurs dans le cadre de la lutte contre le coronavirus (COVID-19)
cantonal,VD,221.305,,,,,LOI sur la procédure d'expulsion en matière de baux à loyer et à ferme
cantonal,VD,221.307,,,,,LOI sur les garanties en matière de baux à loyer
cantonal,VD,221.311,,,,,LOI fixant la procédure dans les contestations relatives aux baux à loyer immobiliers et aux baux à ferme non agricoles
cantonal,VD,221.313,,,,,LOI d'application de la loi fédérale du 4 octobre 1985 sur le bail à ferme agricole
cantonal,VD,221.315,,,,,LOI sur l'utilisation d'une formule officielle au changement de locataire
cantonal,VD,221.315.1,,,,,ARRÊTÉ sur l'obligation de l'utilisation de la formule officielle au changement de locataire pour l'année 2023
cantonal,VD,221.317,,,,,LOI d'application de la loi fédérale du 23 juin 1995 sur les contrats-cadres de baux à loyer et leur déclaration de force obligatoire générale
cantonal,VD,221.317.1,,,,,ARRÊTÉ déclarant de force obligatoire générale le contrat-cadre de baux à loyer comprenant les dispositions paritaires romandes et les règles et usages locatifs du Canton de Vaud
cantonal,VD,221.317.1.0,,,,,ARRÊTÉ déclarant de force obligatoire générale le contrat-cadre de baux à loyer comprenant les dispositions paritaires romandes et les règles et usages locatifs du Canton de Vaud
cantonal,VD,221.317.1_2014,,,,,ARRÊTÉ déclarant de force obligatoire générale le contrat-cadre de baux à loyer comprenant les dispositions paritaires romandes et les règles et usages locatifs du Canton de Vaud
cantonal,VD,221.41,,,,,LOI sur le registre du commerce
cantonal,VD,221.41.1,,,,,ARRÊTÉ fixant le siège de l'office du registre du commerce
cantonal,VD,221.61,,,,,LOI d'application dans le Canton de Vaud de la loi fédérale du 10 décembre 1941 révisant le titre vingtième du Code des obligations (du cautionnement)
cantonal,VD,222.105.1,,,,,ARRÊTÉ établissant un contrat-type de travail pour le personnel des ménages privés
cantonal,VD,222.53.1,,,,,ARRÊTÉ établissant un contrat-type de travail pour chefs-vignerons
cantonal,VD,222.53.2,,,,,"ARRÊTÉ établissant un contrat-type de vignolage pour les districts d'Aigle, de Riviera-Pays d'Enhaut et de Lavaux-Oron"
cantonal,VD,222.53.3,,,,,"ARRÊTÉ établissant un contrat-type de vignolage pour les districts de Nyon, de Morges et de l'Ouest lausannois"
cantonal,VD,222.55.1,,,,,ARRÊTÉ établissant un contrat-type de travail pour l'agriculture
cantonal,VD,222.57.1,,,,,ARRÊTÉ établissant un contrat-type de travail pour les avocats stagiaires
cantonal,VD,222.58.1,,,,,ARRÊTÉ établissant un contrat-type de travail pour les stages dans les institutions d'accueil de jour collectif préscolaire et parascolaire
cantonal,VD,270.11,,,,,CODE de procédure civile
cantonal,VD,270.11.5,,,,,TARIF des frais judiciaires civils
cantonal,VD,270.11.6,,,,,TARIF des dépens en matière civile
cantonal,VD,274.91,,,,,CONCORDAT sur l'entraide judiciaire en matière civile
cantonal,VD,274.93,,,,,"CONCORDAT libérant le demandeur de l'obligation de fournir caution pour les frais du procès (caution ""judicatum solvi"")"
cantonal,VD,276.91,,,,,CONCORDAT sur l'exécution des jugements civils
cantonal,VD,276.93,,,,,"PV de l'échange des déclarations entre le Conseil fédéral suisse et le gouvernement d'Autriche-Hongrie, concernant l'exécution réciproque, dans cet Etat et dans le Canton de Vaud, des jugements et décisions rendus en matière civile"
cantonal,VD,278.91,,,,,CONCORDAT sur l'arbitrage
cantonal,VD,280.05,,,,,LOI d'application dans le Canton de Vaud de la loi fédérale sur la poursuite pour dettes et la faillite
cantonal,VD,280.05.1,,,,,ARRÊTÉ d'exécution de la loi du 18 mai 1955 d'application dans le Canton de Vaud de la loi fédérale sur la poursuite pour dettes et la faillite
